PkMn, PokeName, Quick Move Name, Charge Move Name, Attack(IV0), Defense(IV0), Att*Def(IV0), Should use charge, Base Attack, Base Defense, Base Stamina, Quick Move PPS, Charge Move PPS, Charge PPS Active Fraction, Total PPS, IV10%, IV20%, IV30%, IV40%, IV50%, IV60%, IV70%, IV80%, IV90%, IV100%
73,Tentacruel,Poison Jab,Hydro Pump,29.6724924012,31.36,930.529361702,1,170,196,160,14.2857142857,29.962406015,0.2021276596,17.4544072948,954.792187832,979.471694301,1004.57141562,1030.09488632,1056.04564091,1082.42721391,1109.24313983,1136.49695319,1164.19218852,1192.33238032
73,Tentacruel,Poison Jab,Sludge Wave,27.9945652174,31.36,877.909565217,1,170,196,160,14.2857142857,26.0924369748,0.1847826087,16.4673913043,900.800371264,924.084295109,947.764671399,971.844834783,996.328119905,1021.21786141,1046.51739395,1072.23005217,1098.35917072,1124.90808424
73,Tentacruel,Poison Jab,Blizzard,30.6430461073,31.36,960.965925926,1,170,196,160,14.2857142857,32.4084249084,0.2063492063,18.0253212396,986.02236169,1011.50910693,1037.42981179,1063.78812638,1090.58770083,1117.83218528,1145.52522984,1173.67048466,1202.27159984,1231.33222553
74,Geodude,Rock Throw,Rock Slide,14.7888980206,9.44,139.607197314,1,106,118,80,11.0294117647,19.8069852941,0.3329369798,13.9517905854,146.070974694,152.728437806,159.582411889,166.635722179,173.891193916,181.351652335,189.019922676,196.898830174,204.991200069,213.299857597
74,Geodude,Rock Throw,Rock Tomb,12.2929282007,9.44,116.045242215,1,106,118,80,11.0294117647,12.4080882353,0.4117647059,11.5971020761,121.418107125,126.951968804,132.649175666,138.512076125,144.543018592,150.744351481,157.118423206,163.66758218,170.394176815,177.300555526
74,Geodude,Rock Throw,Dig,13.8724443626,9.44,130.955874783,1,106,118,80,11.0294117647,15.3619421907,0.4749649041,13.0872116629,137.019098152,143.264004736,149.693244696,156.309468193,163.115325388,170.113466439,177.306541508,184.697200756,192.288094341,200.081872426
74,Geodude,Tackle,Rock Slide,13.5815270249,9.44,128.209615115,1,106,118,80,10.9090909091,15.8977272727,0.3816013629,12.8127613443,134.145687366,140.259632777,146.554045931,153.031521412,159.694653806,166.546037696,173.588267665,180.8239383,188.255644182,195.885979898
74,Geodude,Tackle,Rock Tomb,11.5636363636,9.44,109.160727273,0,106,118,80,10.9090909091,10.1871657754,0.3816013629,10.9090909091,114.214840909,119.4204,124.779613636,130.294690909,135.967840909,141.801272727,147.797195455,153.957818182,160.28535,166.782
74,Geodude,Tackle,Dig,12.3653717934,9.44,116.729109729,1,106,118,80,10.9090909091,12.34169279,0.5279583875,11.6654450881,122.13363753,127.700110871,133.430892007,139.32834319,145.394826671,151.632704705,158.044339543,164.632093439,171.398328644,178.345407412
75,Graveler,Rock Throw,Dig,18.5838405613,17.16,318.898704031,1,142,156,110,11.0294117647,15.3619421907,0.4749649041,13.0872116629,329.802886994,340.950001323,352.342697178,363.983624721,375.875434112,388.02077551,400.422299077,413.082654973,426.004493357,439.190464391
75,Graveler,Rock Throw,Stone Edge,20.3485420008,17.16,349.180980734,1,142,156,110,11.0294117647,35.0154174573,0.1376030438,14.3299591555,361.12061314,373.326245413,385.80077937,398.547116826,411.5681596,424.866809508,438.445968366,452.308537991,466.4574202,480.89551681
75,Graveler,Rock Throw,Rock Slide,19.8115426313,17.16,339.966071553,1,142,156,110,11.0294117647,19.8069852941,0.3329369798,13.9517905854,351.590616271,363.4741411,375.619471281,388.029432049,400.706848642,413.654546299,426.875350257,440.372085752,454.147578024,468.204652309
75,Graveler,Mud Shot,Dig,21.1209206963,17.16,362.434999149,1,142,156,110,13.6363636364,15.4271159875,0.6910638298,14.8738878143,374.827829514,387.496756422,400.444791834,413.674947714,427.190236023,440.993668723,455.088257778,469.477015149,484.162952798,499.149082689
75,Graveler,Mud Shot,Stone Edge,28.2144423373,17.16,484.159830508,1,142,156,110,13.6363636364,35.6671554252,0.2829204694,19.8693255897,500.714828406,517.638650661,534.93532081,552.608862392,570.663298945,589.102654009,607.930951121,627.15221382,646.770465644,666.789730132
75,Graveler,Mud Shot,Rock Slide,24.2550835108,17.16,416.217233046,1,142,156,110,13.6363636364,19.8721590909,0.552404439,17.0810447259,430.449052755,444.997939357,459.867351763,475.060748885,490.581589634,506.433332922,522.619437661,539.143362762,556.008567137,573.218509696
76,Golem,Rock Throw,Stone Edge,25.2207281137,31.68,798.992666642,1,176,198,160,11.0294117647,35.0154174573,0.1376030438,14.3299591555,819.518452325,840.391488743,861.614677714,883.190921053,905.123120577,927.414178104,950.066995449,973.08447443,996.469516864,1020.22502457
76,Golem,Rock Throw,Ancient Power,20.4599562798,31.68,648.171414944,1,176,198,160,11.0294117647,12.4285130719,0.4256756757,11.624975159,664.822666082,681.755619429,698.972629045,716.476048986,734.268233311,752.351536075,770.728311338,789.400913156,808.371695587,827.643012688
76,Golem,Rock Throw,Earthquake,25.3583291842,31.68,803.351868554,1,176,198,160,11.0294117647,30.037640056,0.1777509069,14.4081415819,823.989640301,844.97655734,866.315537318,888.009497884,910.061356687,932.474031376,955.250439598,978.393499004,1001.90612724,1025.79124196
76,Golem,Mud Shot,Stone Edge,34.9700130378,31.68,1107.85001304,1,176,198,160,13.6363636364,35.6671554252,0.2829204694,19.8693255897,1136.3102141,1165.25189859,1194.67909005,1224.59581202,1255.00608804,1285.91394164,1317.32339637,1349.23847576,1381.66320335,1414.60160269
76,Golem,Mud Shot,Ancient Power,24,31.68,760.32,0,176,198,160,13.6363636364,12.4936868687,0.2829204694,13.6363636364,779.852301136,799.715045455,819.910994318,840.442909091,861.313551136,882.525681818,904.0820625,925.985454545,948.238619318,970.844318182
76,Golem,Mud Shot,Earthquake,34.0952606635,31.68,1080.13785782,1,176,198,160,13.6363636364,30.1028138528,0.3483412322,19.3723071952,1107.88614526,1136.10387214,1164.79496134,1193.96333576,1223.61291829,1253.74763183,1284.37139926,1315.48814347,1347.10178737,1379.21625384
77,Ponyta,Tackle,Flame Charge,18.3272727273,13.8,252.916363636,0,168,138,100,10.9090909091,8.3372434018,0.3483412322,10.9090909091,261.817404545,270.919963636,280.22625,289.738472727,299.458840909,309.389563636,319.53285,329.890909091,340.46595,351.260181818
77,Ponyta,Tackle,Flame Wheel,18.3272727273,13.8,252.916363636,0,168,138,100,10.9090909091,8.9683794466,0.3483412322,10.9090909091,261.817404545,270.919963636,280.22625,289.738472727,299.458840909,309.389563636,319.53285,329.890909091,340.46595,351.260181818
77,Ponyta,Tackle,Fire Blast,23.1085062594,13.8,318.89738638,1,168,138,100,10.9090909091,24.6629711752,0.2069214131,13.7550632497,330.120537943,341.597779913,353.331897688,365.32567667,377.581902259,390.103359855,402.892834859,415.95311267,429.286978689,442.897218316
77,Ponyta,Ember,Flame Charge,20,13.8,276,0,168,138,100,11.9047619048,10.3782642089,0.2069214131,11.9047619048,285.7134375,295.646785714,305.802455357,316.182857143,326.790401786,337.6275,348.6965625,360,371.540223214,383.319642857
77,Ponyta,Ember,Flame Wheel,20,13.8,276,0,168,138,100,11.9047619048,11.167184265,0.2069214131,11.9047619048,285.7134375,295.646785714,305.802455357,316.182857143,326.790401786,337.6275,348.6965625,360,371.540223214,383.319642857
77,Ponyta,Ember,Fire Blast,26.8089005236,13.8,369.962827225,1,168,138,100,11.9047619048,30.7854239257,0.2146596859,15.9576788831,382.983156209,396.298263416,409.911380277,423.82573822,438.044568676,452.571103076,467.408572848,482.560209424,498.029244233,513.818908704
78,Rapidash,Low Kick,Fire Blast,27.1923149192,22.1,600.950159714,1,200,170,130,8.3333333333,24.5985772358,0.3235625705,13.5961574596,617.847243268,635.052993586,652.57016389,670.401507403,688.549777347,707.017726942,725.808109412,744.923677978,764.367185862,784.141386286
78,Rapidash,Low Kick,Drill Run,24.7610856269,22.1,547.219992355,1,200,170,130,8.3333333333,15.7475490196,0.5458715596,12.3805428135,562.606329779,578.273736477,594.224719509,610.461785933,626.98744281,643.8041972,660.914556163,678.321026758,696.026116047,714.032331088
78,Rapidash,Low Kick,Heat Wave,24.6083525789,22.1,543.844591994,1,200,170,130,8.3333333333,21.2609649123,0.3071593533,12.3041762895,559.136022344,574.706788255,590.559381325,606.696293149,623.120015321,639.833039439,656.837857097,674.136959892,691.732839419,709.627987274
78,Rapidash,Ember,Fire Blast,31.9153577661,22.1,705.329406632,1,200,170,130,11.9047619048,30.7854239257,0.2146596859,15.9576788831,725.161350635,745.355573844,765.915307687,786.843783595,808.144232998,829.819887325,851.873978008,874.309736475,897.130394156,920.339182483
78,Rapidash,Ember,Drill Run,30.2965497576,22.1,669.553749644,1,200,170,130,11.9047619048,19.8704481793,0.4071856287,15.1482748788,688.379779503,707.549713074,727.06661788,746.933561449,767.153611304,787.729834973,808.66529998,829.963073852,851.626224114,873.657818292
78,Rapidash,Ember,Heat Wave,29.7555724417,22.1,657.598150963,1,200,170,130,11.9047619048,26.6134085213,0.2021276596,14.8777862209,676.088021914,694.915655807,714.084065393,733.596263425,753.455262653,773.66407583,794.225715707,815.143195035,836.419526568,858.057723056
79,Slowpoke,Water Gun,Water Pulse,16.5,19.8,326.7,0,110,110,180,15,13.6325757576,0.2021276596,15,338.46800625,350.50905,362.82616875,375.4224,388.30078125,401.46435,414.91614375,428.6592,442.69655625,457.03125
79,Slowpoke,Water Gun,Psyshock,18.7866172316,19.8,371.975021186,1,110,110,180,15,18.8935185185,0.5338983051,17.0787429379,385.373871429,399.083597489,413.107657814,427.449510847,442.112615036,457.100428824,472.416410658,488.064018983,504.046712244,520.367948888
79,Slowpoke,Water Gun,Psychic,21.2995515695,19.8,421.731121076,1,110,110,180,15,24.9285714286,0.4394618834,19.3632286996,436.9222275,452.465793094,468.365738913,484.625986009,501.250455437,518.243068251,535.607745504,553.348408251,571.468977545,589.973374439
79,Slowpoke,Confusion,Water Pulse,14.1394911763,19.8,279.961925291,1,110,110,180,12.417218543,13.5680062212,0.3796220214,12.8540828876,290.046387142,300.364825436,310.919843126,321.714043163,332.7500285,344.030402087,355.557766877,367.334725821,379.363881872,391.647837981
79,Slowpoke,Confusion,Psyshock,15.598411892,19.8,308.848555462,1,110,110,180,12.417218543,18.8289489821,0.2749890877,14.1803744473,319.973537803,331.356638411,343.00072881,354.908680526,367.083365086,379.527654016,392.24441884,405.236531085,418.506862276,432.058283941
79,Slowpoke,Confusion,Psychic,16.4807348138,19.8,326.318549314,1,110,110,180,12.417218543,24.8640018921,0.2060988433,14.9824861944,338.072815392,350.099800175,362.402537617,374.984061671,387.84740629,400.995605428,414.431693037,428.158703073,442.179669488,456.497626235
80,Slowbro,Water Gun,Water Pulse,27.6,37.62,1038.312,0,184,198,190,15,13.6325757576,0.2060988433,15,1063.03325625,1088.14365,1113.64621875,1139.544,1165.84003125,1192.53735,1219.63899375,1247.148,1275.06740625,1303.40025
80,Slowbro,Water Gun,Psychic,35.6283408072,37.62,1340.33818117,1,184,198,190,15,24.9285714286,0.4394618834,19.3632286996,1372.25040373,1404.66495686,1437.5857616,1471.01673901,1504.96181015,1539.42489605,1574.40991779,1609.92079641,1645.96145297,1682.53580852
80,Slowbro,Water Gun,Ice Beam,34.7008803165,37.62,1305.44711751,1,184,198,190,15,22.6352739726,0.5054401583,18.8591740851,1336.52861586,1368.09936833,1400.16319391,1432.72391157,1465.78534031,1499.35129911,1533.42560694,1568.01208279,1603.11454564,1638.73681448
80,Slowbro,Confusion,Water Pulse,23.6515125131,37.62,889.769900744,1,184,198,190,12.417218543,13.5680062212,0.3796220214,12.8540828876,910.954505872,932.472578046,954.326720216,976.519535336,999.053626356,1021.93159623,1045.1560479,1068.72958434,1092.65480848,1116.93432328
80,Slowbro,Confusion,Psychic,27.5677745977,37.62,1037.09968036,1,184,198,190,12.417218543,24.8640018921,0.2060988433,14.9824861944,1061.7920724,1086.87314758,1112.34593986,1138.21348319,1164.47881154,1191.14495884,1218.21495907,1245.69184616,1273.57865407,1301.87841676
80,Slowbro,Confusion,Ice Beam,27.5714394553,37.62,1037.23755231,1,184,198,190,12.417218543,22.5707044362,0.2528451262,14.9844779648,1061.93322694,1087.0176364,1112.49381503,1138.3647972,1164.63361725,1191.30330955,1218.37690846,1245.85744832,1273.74796351,1302.05148836
81,Magnemite,Spark,Discharge,18.0543806647,6.9,124.575226586,1,128,138,50,12.5,17.8125,0.3021148036,14.1049848943,131.227190356,138.08258327,145.144261589,152.415081571,159.897899476,167.595571563,175.510954093,183.646903323,192.006275515,200.591926926
81,Magnemite,Spark,Magnet Bomb,16.6020905923,6.9,114.554425087,1,128,138,50,12.5,13.7053571429,0.3902439024,12.9703832753,120.671306479,126.975253223,133.468891823,140.15484878,147.035750599,154.11422378,161.392894828,168.874390244,176.561336531,184.456360192
81,Magnemite,Spark,Thunderbolt,20.0069868996,6.9,138.048209607,1,128,138,50,12.5,25.775462963,0.2358078603,15.6304585153,145.419592457,153.016405595,160.841814189,168.898983406,177.191078415,185.721264383,194.492706479,203.508569869,212.772019722,222.286221206
81,Magnemite,Thunder Shock,Discharge,17.7435210009,6.9,122.430294906,1,128,138,50,10.4166666667,17.7604166667,0.4691689008,13.8621257819,128.967725408,135.705082419,142.645173019,149.79080429,157.14478331,164.709917162,172.489012926,180.484877681,188.700318509,197.138142489
81,Magnemite,Thunder Shock,Magnet Bomb,15.6801541426,6.9,108.193063584,1,128,138,50,10.4166666667,13.6532738095,0.5664739884,12.2501204239,113.970266314,119.924146405,126.057184508,132.371861272,138.870657345,145.556053378,152.430530019,159.496567919,166.756647726,174.21325009
81,Magnemite,Thunder Shock,Thunderbolt,20.9059304703,6.9,144.250920245,1,128,138,50,10.4166666667,25.7233796296,0.3865030675,16.33275818,151.953510251,159.891659461,168.06867526,176.487865031,185.152536157,194.065996022,203.231552009,212.652511503,222.332181886,232.273870543
82,Magneton,Spark,Discharge,26.2352719033,18,472.23489426,1,186,180,100,12.5,17.8125,0.3021148036,14.1049848943,487.210421191,502.484585914,518.060244689,533.940253776,550.127469434,566.624747923,583.434945501,600.560918429,618.005522965,635.77161537
82,Magneton,Spark,Magnet Bomb,24.124912892,18,434.248432056,1,186,180,100,12.5,13.7053571429,0.3902439024,12.9703832753,448.019331174,462.064845732,476.387602232,490.990227178,505.875347071,521.045588415,536.503577711,552.251941463,568.293306174,584.630298345
82,Magneton,Spark,Flash Cannon,28.5308139535,18,513.554651163,1,186,180,100,12.5,19.5432692308,0.4031007752,15.3391472868,529.840511446,546.451139826,563.389642478,580.659125581,598.262695312,616.203457849,634.484519368,653.108986047,672.079964062,691.400559593
82,Magneton,Thunder Shock,Discharge,25.7835539544,18,464.10397118,1,186,180,100,10.4166666667,17.7604166667,0.4691689008,13.8621257819,478.821650037,493.832824753,509.140302407,524.74689008,540.655394853,556.868623806,573.389384019,590.220482574,607.364726549,624.824923027
82,Magneton,Thunder Shock,Magnet Bomb,22.7852239884,18,410.134031792,1,186,180,100,10.4166666667,13.6532738095,0.5664739884,12.2501204239,423.140214336,436.405762554,449.933157097,463.724878613,477.783407752,492.111225163,506.710811495,521.584647399,536.735213523,552.164990517
82,Magneton,Thunder Shock,Flash Cannon,29.1581409236,18,524.846536624,1,186,180,100,10.4166666667,19.4911858974,0.5796178344,15.6764198514,541.490485513,558.466343402,575.777284764,593.426484076,611.417115813,629.752354449,648.435374459,667.469350318,686.857456503,706.602867486
83,Farfetchd,Cut,Aerial Ace,18.3185840708,13.728,251.477522124,0,138,132,104,13.2743362832,13.2628928898,0.5796178344,13.2743362832,260.807903761,270.364380531,280.149640487,290.166371681,300.417262168,310.905,321.63227323,332.601769912,343.816178097,355.278185841
83,Farfetchd,Cut,Air Cutter,18.3185840708,13.728,251.477522124,0,138,132,104,13.2743362832,13.022928399,0.5796178344,13.2743362832,260.807903761,270.364380531,280.149640487,290.166371681,300.417262168,310.905,321.63227323,332.601769912,343.816178097,355.278185841
83,Farfetchd,Cut,Leaf Blade,22.9172868722,13.728,314.608514181,1,138,132,104,13.2743362832,26.212863464,0.2575558476,16.6067296175,326.281197604,338.236735149,350.478489678,363.009824055,375.834101143,388.954683804,402.374934901,416.098217297,430.127893854,444.467327435
83,Farfetchd,Fury Cutter,Aerial Ace,13.600546875,13.728,186.7083075,1,138,132,104,7.5,10.5323275862,0.7767857143,9.85546875,193.63560561,200.730766992,207.995787378,215.4326625,223.043388091,230.829959883,238.794373608,246.938625,255.26470979,263.774623711
83,Farfetchd,Fury Cutter,Air Cutter,13.1357358871,13.728,180.327382258,1,138,132,104,7.5,10.0284090909,0.7983870968,9.5186491936,187.017933691,193.870611517,200.887343262,208.070056452,215.420678613,222.941137273,230.633359958,238.499274194,246.540807507,254.759887424
83,Farfetchd,Fury Cutter,Leaf Blade,21.6654850746,13.728,297.423779104,1,138,132,104,7.5,20.5803571429,0.6268656716,15.6996268657,308.458870208,319.761365205,331.334443272,343.181283582,355.30506531,367.708967631,380.396169718,393.369850746,406.63318989,420.189366325
84,Doduo,Peck,Drill Peck,17.8444120896,6.72,119.914449242,1,126,96,70,10.8695652174,18.790257649,0.415704388,14.1622318171,125.878784658,132.032079652,138.377202075,144.917019781,151.654400621,158.592212446,165.733323109,173.080600462,180.636912356,188.405126644
84,Doduo,Peck,Aerial Ace,15.1719367589,6.72,101.95541502,1,126,96,70,10.8695652174,13.2027736132,0.5021645022,12.0412196499,107.026499418,112.258243789,117.65308648,123.213465839,128.941820211,134.840587945,140.912207386,147.159116883,153.583754782,160.18855943
84,Doduo,Peck,Swift,14.9195189639,6.72,100.259167438,1,126,96,70,10.8695652174,12.7717391304,0.5106382979,11.8408880666,105.245883441,110.390586494,115.695674376,121.163544866,126.796595745,132.597224792,138.567829787,144.710808511,151.028558742,157.523478261
84,Doduo,Quick Attack,Drill Peck,15.3901161767,6.72,103.421580708,1,126,96,70,9.3984962406,18.7534809245,0.3010033445,12.214377918,108.565589628,113.872568886,119.344991892,124.985332059,130.796062798,136.779657521,142.938589638,149.275332562,155.792359704,162.492144476
84,Doduo,Quick Attack,Aerial Ace,13.6416408669,6.72,91.6718266254,1,126,96,70,9.3984962406,13.1659968888,0.3790849673,10.8266991007,96.2314232848,100.935475177,105.786174708,110.785714286,115.936286316,121.240083204,126.699297359,132.316121185,138.092747091,144.031367481
84,Doduo,Quick Attack,Swift,13.4694397284,6.72,90.5146349745,1,126,96,70,9.3984962406,12.734962406,0.3870967742,10.6900315304,95.0166749409,99.6613466529,104.450814842,109.38724424,114.472799577,119.709645586,125.099946997,130.645868542,136.349574953,142.21323096
85,Dodrio,Feint Attack,Drill Peck,23.3040680195,18,419.473224352,1,182,150,120,11.5384615385,15.1032763533,0.3551296505,12.8044329778,432.499222037,445.788254786,459.342915497,473.165797069,487.259492398,501.626594381,516.269695918,531.191389905,546.394269241,561.880926822
85,Dodrio,Feint Attack,Aerial Ace,21,18,378,0,182,150,120,11.5384615385,10.6332891247,0.3551296505,11.5384615385,389.738120192,401.713269231,413.927783654,426.384,439.084254808,452.030884615,465.226225962,478.672615385,492.372389423,506.327884615
85,Dodrio,Feint Attack,Air Cutter,21,18,378,0,182,150,120,11.5384615385,10.5332167832,0.3551296505,11.5384615385,389.738120192,401.713269231,413.927783654,426.384,439.084254808,452.030884615,465.226225962,478.672615385,492.372389423,506.327884615
85,Dodrio,Steel Wing,Drill Peck,21.8987402681,18,394.177324826,1,182,150,120,11.2781954887,15.096769702,0.1974766868,12.0322748726,406.417803175,418.90545453,431.642715428,444.632022404,457.875811993,471.376520731,485.136585155,499.158441798,513.444527198,527.99727789
85,Dodrio,Steel Wing,Aerial Ace,20.5263157895,18,369.473684211,0,182,150,120,11.2781954887,10.6267824734,0.1974766868,11.2781954887,380.947034774,392.652067669,404.591066729,416.766315789,429.180098684,441.834699248,454.732401316,467.875488722,481.266245301,494.906954887
85,Dodrio,Steel Wing,Air Cutter,20.5263157895,18,369.473684211,0,182,150,120,11.2781954887,10.500683527,0.1974766868,11.2781954887,380.947034774,392.652067669,404.591066729,416.766315789,429.180098684,441.834699248,454.732401316,467.875488722,481.266245301,494.906954887
86,Seel,Ice Shard,Aqua Jet,11.216704162,17.94,201.227672666,1,104,138,130,10.7142857143,10.9061550152,0.3700787402,10.7852924634,208.729746842,216.414550837,224.28426867,232.341084364,240.587181942,249.024745423,257.655958831,266.483006187,275.508071512,284.733338829
86,Seel,Ice Shard,Icy Wind,11.1428571429,17.94,199.902857143,0,104,138,130,10.7142857143,6.8468045113,0.3700787402,10.7142857143,207.355540179,214.98975,222.80765625,230.811428571,239.003236607,247.38525,255.959638393,264.728571429,273.69421875,282.85875
86,Seel,Ice Shard,Aqua Tail,12.865037594,17.94,230.798774436,1,104,138,130,10.7142857143,19.4167933131,0.1902834008,12.3702284558,239.403304334,248.217416827,257.243616887,266.484409485,275.942299593,285.619792181,295.519392221,305.643604685,315.994934543,326.575886766
86,Seel,Water Gun,Aqua Jet,15.6,17.94,279.864,0,104,138,130,15,13.6728723404,0.1902834008,15,290.29775625,300.98565,311.93071875,323.136,334.60453125,346.33935,358.34349375,370.62,383.17190625,396.00225
86,Seel,Water Gun,Icy Wind,15.6,17.94,279.864,0,104,138,130,15,8.5986842105,0.1902834008,15,290.29775625,300.98565,311.93071875,323.136,334.60453125,346.33935,358.34349375,370.62,383.17190625,396.00225
86,Seel,Water Gun,Aqua Tail,19.4430759952,17.94,348.808783353,1,104,138,130,15,24.3111702128,0.3968636912,18.69526538,361.812906154,375.133773488,388.775171147,402.740884922,417.034700604,431.660403985,446.621780856,461.922617008,477.566698233,493.557810321
87,Dewgong,Frost Breath,Icy Wind,21.6666666667,34.56,748.8,0,156,192,180,13.8888888889,8.5709064328,0.3968636912,13.8888888889,768.25546875,788.04375,808.16765625,828.63,849.43359375,870.58125,892.07578125,913.92,936.11671875,958.66875
87,Dewgong,Frost Breath,Aqua Jet,21.6666666667,34.56,748.8,0,156,192,180,13.8888888889,13.6450945626,0.3968636912,13.8888888889,768.25546875,788.04375,808.16765625,828.63,849.43359375,870.58125,892.07578125,913.92,936.11671875,958.66875
87,Dewgong,Frost Breath,Blizzard,28.9454062789,34.56,1000.353241,1,156,192,180,13.8888888889,32.3985042735,0.2520775623,18.5547476147,1026.34461549,1052.78060812,1079.66497623,1107.00147715,1134.79386822,1163.04590677,1191.76135014,1220.94395568,1250.59748071,1280.72568257
87,Dewgong,Ice Shard,Icy Wind,20.8928571429,34.56,722.057142857,0,156,192,180,13.3928571429,8.5585056391,0.2520775623,13.3928571429,740.817773438,759.899330357,779.30452567,799.036071429,819.096679688,839.4890625,860.21593192,881.28,902.683978795,924.430580357
87,Dewgong,Ice Shard,Aqua Jet,21.0313203037,34.56,726.842429696,1,156,192,180,13.3928571429,13.632693769,0.3700787402,13.4816155793,745.72739254,764.935408596,784.469207894,804.331520458,824.525076318,845.0526055,865.91683803,887.120503937,908.666333247,930.557055988
87,Dewgong,Ice Shard,Blizzard,25.7277906455,34.56,889.15244471,1,156,192,180,13.3928571429,32.3861034799,0.1631799163,16.4921734907,912.25457826,935.751905517,959.647766146,983.945499813,1008.64844618,1033.75994492,1059.28333569,1085.22195816,1111.57915199,1138.35825685
88,Grimer,Acid,Sludge,16.1916010499,17.6,284.972178478,1,124,110,160,11.9047619048,14.7206959707,0.4094488189,13.0577427822,295.093218586,305.448416667,316.040416913,326.871863517,337.945400673,349.263672572,360.829323409,372.644997375,384.713338665,397.03699147
88,Grimer,Acid,Mud Bomb,16.1916010499,17.6,284.972178478,1,124,110,160,11.9047619048,14.7206959707,0.4094488189,13.0577427822,295.093218586,305.448416667,316.040416913,326.871863517,337.945400673,349.263672572,360.829323409,372.644997375,384.713338665,397.03699147
88,Grimer,Acid,Sludge Bomb,19.4974068835,17.6,343.15436115,1,124,110,160,11.9047619048,26.7399267399,0.2574257426,15.7237152287,355.341793169,367.811190712,380.56573783,393.608618576,406.943017003,420.572117162,434.499103106,448.727158887,463.259468558,478.099216172
88,Grimer,Mud Slap,Sludge,14.1357830271,17.6,248.789781277,1,124,110,160,11.1111111111,11.8162393162,0.4094488189,11.3998250219,257.625771402,266.666188889,275.913342203,285.369539808,295.037090168,304.91830175,315.015483016,325.330942432,335.866988462,346.625929571
88,Grimer,Mud Slap,Mud Bomb,14.1357830271,17.6,248.789781277,1,124,110,160,11.1111111111,11.8162393162,0.4094488189,11.3998250219,257.625771402,266.666188889,275.913342203,285.369539808,295.037090168,304.91830175,315.015483016,325.330942432,335.866988462,346.625929571
88,Grimer,Mud Slap,Sludge Bomb,17.0721672167,17.6,300.470143014,1,124,110,160,11.1111111111,21.4316239316,0.2574257426,13.7678767877,311.141607103,322.059963641,333.228000626,344.648506051,356.324267911,368.258074202,380.452712919,392.910972057,405.635639611,418.629503575
89,Muk,Acid,Dark Pulse,24.7569737954,39.48,977.405325444,1,180,188,210,11.9047619048,16.369047619,0.4142011834,13.7538743308,1000.50961651,1023.974431,1047.80255409,1071.99677092,1096.55986667,1121.49462648,1146.80383552,1172.49027895,1198.55674193,1225.00600962
89,Muk,Acid,Gunk Shot,26.0714285714,39.48,1029.3,1,180,188,210,11.9047619048,27.380952381,0.1666666667,14.4841269841,1053.63099777,1078.34166071,1103.43492187,1128.91371429,1154.78097098,1181.039625,1207.69260938,1234.74285714,1262.19330134,1290.046875
89,Muk,Acid,Sludge Wave,26.1277173913,39.48,1031.52228261,1,180,188,210,11.9047619048,26.0329131653,0.1847826087,14.5153985507,1055.90581157,1080.66982541,1105.8172635,1131.35106522,1157.27416992,1183.58951698,1210.30004577,1237.40869565,1264.918406,1292.83211617
89,Muk,Poison Jab,Dark Pulse,27.3119188504,39.48,1078.27455621,1,180,188,210,14.2857142857,16.4285714286,0.4142011834,15.1732882502,1103.76323378,1129.64964117,1155.93685096,1182.62793576,1209.72596814,1237.23402071,1265.15516605,1293.49247675,1322.24902541,1351.42788462
89,Muk,Poison Jab,Gunk Shot,29.6607142857,39.48,1171.005,1,180,188,210,14.2857142857,27.4404761905,0.1666666667,16.4781746032,1198.68567623,1226.79828661,1255.34616797,1284.33265714,1313.76109096,1343.63480625,1373.95713984,1404.73142857,1435.96100926,1467.64921875
89,Muk,Poison Jab,Sludge Wave,29.6413043478,39.48,1170.23869565,1,180,188,210,14.2857142857,26.0924369748,0.1847826087,16.4673913043,1197.90125768,1225.9954712,1254.52467086,1283.4921913,1312.90136719,1342.75553315,1373.05802385,1403.81217391,1435.021318,1466.68879076
90,Shellder,Ice Shard,Bubble Beam,12.8571428571,6.72,86.4,0,120,112,60,10.7142857143,10.6126847291,0.1847826087,10.7142857143,90.8678973214,95.47875,100.234727679,105.138,110.190736607,115.395107143,120.75328125,126.267428571,131.93971875,137.772321429
90,Shellder,Ice Shard,Water Pulse,12.9333046472,6.72,86.9118072289,1,120,112,60,10.7142857143,10.8739177489,0.3975903614,10.7777538726,91.4061710104,96.0443369729,100.828487612,105.760805422,110.843472898,116.078672537,121.468586832,127.015398279,132.721289373,138.58844261
90,Shellder,Ice Shard,Icy Wind,12.8571428571,6.72,86.4,0,120,112,60,10.7142857143,6.8468045113,0.3975903614,10.7142857143,90.8678973214,95.47875,100.234727679,105.138,110.190736607,115.395107143,120.75328125,126.267428571,131.93971875,137.772321429
90,Shellder,Tackle,Bubble Beam,13.0909090909,6.72,87.9709090909,0,120,112,60,10.9090909091,10.6175548589,0.3975903614,10.9090909091,92.5200409091,97.2147272727,102.057177273,107.0496,112.194204545,117.4932,122.948795455,128.5632,134.338622727,140.277272727
90,Shellder,Tackle,Water Pulse,13.0909090909,6.72,87.9709090909,0,120,112,60,10.9090909091,10.8787878788,0.3975903614,10.9090909091,92.5200409091,97.2147272727,102.057177273,107.0496,112.194204545,117.4932,122.948795455,128.5632,134.338622727,140.277272727
