PkMn, PokeName, Quick Move Name, Charge Move Name, Attack, Defense, Att*Def, Should use charge, Base Attack, Base Defense, Base Stamina, Quick Move PPS, Charge Move PPS, Charge PPS Active Fraction, Total PPS, IV10%, IV20%, IV30%, IV40%, IV50%, IV60%, IV70%, IV80%, IV90%, IV100%
79,Slowpoke,Water Gun,Water Pulse,16.5,19.8,326.7,0,110,110,180,15.0,13.6325757576,0.265734265734,15.0,338.46800625,350.50905,362.82616875,375.4224,388.30078125,401.46435,414.91614375,428.6592,442.69655625,457.03125
79,Slowpoke,Water Gun,Psyshock,18.7866172316,19.8,371.975021186,1,110,110,180,15.0,18.8935185185,0.533898305085,17.0787429379,385.373871429,399.083597489,413.107657814,427.449510847,442.112615036,457.100428824,472.416410658,488.064018983,504.046712244,520.367948888
79,Slowpoke,Water Gun,Psychic,21.2995515695,19.8,421.731121076,1,110,110,180,15.0,24.9285714286,0.439461883408,19.3632286996,436.9222275,452.465793094,468.365738913,484.625986009,501.250455437,518.243068251,535.607745504,553.348408251,571.468977545,589.973374439
79,Slowpoke,Confusion,Water Pulse,14.35558161,19.8,284.240515878,1,110,110,180,12.417218543,13.5680062212,0.550327575938,13.0505287364,294.479096127,304.955228625,315.671556105,326.630721298,337.835366937,349.288135753,360.991670479,372.948613847,385.161608588,397.633297436
79,Slowpoke,Confusion,Psyshock,16.7012746625,19.8,330.685238318,1,110,110,180,12.417218543,18.8289489821,0.431359123588,15.1829769659,342.596796173,354.784722166,367.252090851,380.001976779,393.037454504,406.361598579,419.977483556,433.888183989,448.096774429,462.60632943
79,Slowpoke,Confusion,Psychic,18.3381496215,19.8,363.095362506,1,110,110,180,12.417218543,24.8640018921,0.341761115955,16.6710451105,376.174360043,389.556812279,403.2460951,417.245584392,431.558656044,446.18868594,461.139049968,476.413124015,492.014283967,507.94590571
80,Slowbro,Water Gun,Water Pulse,27.6,37.62,1038.312,0,184,198,190,15.0,13.6325757576,0.341761115955,15.0,1063.03325625,1088.14365,1113.64621875,1139.544,1165.84003125,1192.53735,1219.63899375,1247.148,1275.06740625,1303.40025
80,Slowbro,Water Gun,Psychic,35.6283408072,37.62,1340.33818117,1,184,198,190,15.0,24.9285714286,0.439461883408,19.3632286996,1372.25040373,1404.66495686,1437.5857616,1471.01673901,1504.96181015,1539.42489605,1574.40991779,1609.92079641,1645.96145297,1682.53580852
80,Slowbro,Water Gun,Ice Beam,30.5604253215,37.62,1149.68320059,1,184,198,190,15.0,18.1832191781,0.505440158259,16.6089268051,1177.05610297,1204.85988242,1233.09790227,1261.77352582,1290.89011637,1320.45103724,1350.45965173,1380.91932315,1411.8334148,1443.20529
80,Slowbro,Confusion,Water Pulse,24.0129728749,37.62,903.368039554,1,184,198,190,12.417218543,13.5680062212,0.550327575938,13.0505287364,924.876403893,946.723331574,968.911465329,991.44344789,1014.32192199,1037.54953036,1061.12891573,1085.06272083,1109.3535884,1134.00416117
80,Slowbro,Confusion,Psychic,30.6747230033,37.62,1153.98307938,1,184,198,190,12.417218543,24.8640018921,0.341761115955,16.6710451105,1181.45835793,1209.36612506,1237.70975666,1266.49262863,1295.71811684,1325.38959719,1355.51044555,1386.08403783,1417.1137499,1448.60295765
80,Slowbro,Confusion,Ice Beam,27.0820530324,37.62,1018.82683508,1,184,198,190,12.417218543,18.1186496417,0.403633491311,14.7185070828,1043.08416743,1067.72333465,1092.74731723,1118.15909568,1143.96165049,1170.15796217,1196.7510112,1223.74377809,1251.13924333,1278.94038743
81,Magnemite,Spark,Discharge,19.1554524362,6.9,132.17262181,1,128,138,50,12.5,17.8125,0.46403712297,14.9651972158,139.230264936,146.503743619,153.996088312,161.710329466,169.649497535,177.81662297,186.214736224,194.846867749,203.716047999,212.825307425
81,Magnemite,Spark,Magnet Bomb,16.8661654135,6.9,116.376541353,1,128,138,50,12.5,13.7053571429,0.561403508772,13.1766917293,122.590718586,128.994936654,135.591863839,142.384168421,149.37451868,156.565582895,163.960029347,171.560526316,179.369742082,187.390344925
81,Magnemite,Spark,Thunderbolt,22.4848056537,6.9,155.145159011,1,128,138,50,12.5,25.775462963,0.381625441696,17.566254417,163.429470467,171.967131228,180.76169846,189.816729329,199.135781002,208.722410645,218.580175425,228.712632509,239.123339063,249.815852253
81,Magnemite,Thunder Shock,Discharge,18.0569514238,6.9,124.592964824,1,128,138,50,10.4166666667,17.7604166667,0.502512562814,14.1069932998,131.245875766,138.102244818,145.164928647,152.43678392,159.920667301,167.619435459,175.535945057,183.673052764,192.033615244,200.620489165
81,Magnemite,Thunder Shock,Magnet Bomb,15.8146167558,6.9,109.120855615,1,128,138,50,10.4166666667,13.6532738095,0.598930481283,12.3551693405,114.947599808,120.95253643,127.138167405,133.506994652,140.061520095,146.804245655,153.737673254,160.864304813,168.186642254,175.7071875
81,Magnemite,Thunder Shock,Thunderbolt,21.5348837209,6.9,148.590697674,1,128,138,50,10.4166666667,25.7233796296,0.418604651163,16.824127907,156.525019486,164.701987282,173.125007949,181.797488372,190.722835438,199.904456032,209.34575704,219.050145349,229.021027843,239.26181141
82,Magneton,Spark,Discharge,27.8352668213,18.0,501.034802784,1,186,180,100,12.5,17.8125,0.46403712297,14.9651972158,516.923633266,533.129314385,549.654876595,566.503350348,583.677766096,601.181154292,619.016545389,637.186969838,655.695458092,674.545040603
82,Magneton,Spark,Magnet Bomb,24.5086466165,18.0,441.155639098,1,186,180,100,12.5,13.7053571429,0.561403508772,13.1766917293,455.14557977,469.414503947,483.965079911,498.79997594,513.921860315,529.333401316,545.037267223,561.036126316,577.332646875,593.92949718
82,Magneton,Spark,Flash Cannon,30.7773480663,18.0,553.992265193,1,186,180,100,12.5,19.5432692308,0.574585635359,16.546961326,571.560484289,589.479043923,607.751294855,626.380587845,645.370273653,664.723703039,684.444226761,704.53519558,724.999960256,745.841871547
82,Magneton,Thunder Shock,Discharge,26.2390075377,18.0,472.302135678,1,186,180,100,10.4166666667,17.7604166667,0.502512562814,14.1069932998,487.279794971,502.556134579,518.134011169,534.016281407,550.205801959,566.705429491,583.51802067,600.646432161,618.09352063,635.862142745
82,Magneton,Thunder Shock,Magnet Bomb,22.9806149733,18.0,413.651069519,1,186,180,100,10.4166666667,13.6532738095,0.598930481283,12.3551693405,426.768784467,440.148089238,453.791485754,467.701475936,481.880561706,496.331244987,511.056027699,526.057411765,541.337899106,556.899991644
82,Magneton,Thunder Shock,Flash Cannon,29.7007352941,18.0,534.613235294,1,186,180,100,10.4166666667,19.4911858974,0.611764705882,15.9681372549,551.56690602,568.858662132,586.491737178,604.469364706,622.794778263,641.471211397,660.501897656,679.890070588,699.638963741,719.751810662
83,Farfetchd,Cut,Aerial Ace,18.3185840708,13.728,251.477522124,0,138,132,104,13.2743362832,13.2628928898,0.611764705882,13.2743362832,260.807903761,270.364380531,280.149640487,290.166371681,300.417262168,310.905,321.63227323,332.601769912,343.816178097,355.278185841
83,Farfetchd,Cut,Air Cutter,18.3185840708,13.728,251.477522124,0,138,132,104,13.2743362832,13.022928399,0.611764705882,13.2743362832,260.807903761,270.364380531,280.149640487,290.166371681,300.417262168,310.905,321.63227323,332.601769912,343.816178097,355.278185841
83,Farfetchd,Cut,Leaf Blade,21.9895271509,13.728,301.872228727,1,138,132,104,13.2743362832,21.3021491783,0.331360946746,15.9344399644,313.072367316,324.543909253,336.290081263,348.31411007,360.619222397,373.20864497,386.085604512,399.253327748,412.7150414,426.473972195
83,Farfetchd,Fury Cutter,Aerial Ace,15.2738047445,13.728,209.678791533,1,138,132,104,7.5,13.1185344828,0.63503649635,11.0679744526,217.458346261,225.426416264,233.585242806,241.937067153,250.48413057,259.22867432,268.17293967,277.319167883,286.669600225,296.226477961
83,Farfetchd,Fury Cutter,Air Cutter,14.7522231544,13.728,202.518519463,1,138,132,104,7.5,12.3011363636,0.664429530201,10.6900167785,210.032411994,217.728382236,225.608594917,233.675214765,241.93040651,250.376334878,259.0151646,267.849060403,276.880187015,286.110709165
83,Farfetchd,Fury Cutter,Leaf Blade,18.590625,13.728,255.2121,1,138,132,104,7.5,20.5803571429,0.45652173913,13.4714673913,264.681042875,274.379438519,284.310014903,294.4755,304.878621782,315.52210822,326.408687288,337.541086957,348.922035199,360.554259986
84,Doduo,Peck,Drill Peck,17.8444120896,6.72,119.914449242,1,126,96,70,10.8695652174,18.790257649,0.415704387991,14.1622318171,125.878784658,132.032079652,138.377202075,144.917019781,151.654400621,158.592212446,165.733323109,173.080600462,180.636912356,188.405126644
84,Doduo,Peck,Aerial Ace,15.1719367589,6.72,101.95541502,1,126,96,70,10.8695652174,13.2027736132,0.502164502165,12.0412196499,107.026499418,112.258243789,117.65308648,123.213465839,128.941820211,134.840587945,140.912207386,147.159116883,153.583754782,160.18855943
84,Doduo,Peck,Swift,14.9195189639,6.72,100.259167438,1,126,96,70,10.8695652174,12.7717391304,0.510638297872,11.8408880666,105.245883441,110.390586494,115.695674376,121.163544866,126.796595745,132.597224792,138.567829787,144.710808511,151.028558742,157.523478261
84,Doduo,Quick Attack,Drill Peck,16.8481072914,6.72,113.219280998,1,126,96,70,9.3984962406,18.7534809245,0.42469524184,13.3715137234,118.850610431,124.660349286,130.651205293,136.825886186,143.187099695,149.737553553,156.479955489,163.417013237,170.551434527,177.885927092
84,Doduo,Quick Attack,Aerial Ace,14.2696933369,6.72,95.8923392243,1,126,96,70,9.3984962406,13.1659968888,0.511388684791,11.325153442,100.661856814,105.582480264,110.656502917,115.886218117,121.273919207,126.821899532,132.532452434,138.407871258,144.450449346,150.662480043
84,Doduo,Quick Attack,Swift,14.0275508265,6.72,94.2651415542,1,126,96,70,9.3984962406,12.734962406,0.519855595668,11.1329768464,98.953725172,103.790850533,108.778772066,113.919744198,119.216021357,124.669857971,130.283508467,136.059227274,141.999268819,148.10588753
85,Dodrio,Feint Attack,Drill Peck,26.8247716895,18.0,482.845890411,1,182,150,120,11.5384615385,18.806980057,0.440313111546,14.7388855437,497.839813945,513.136511036,528.738966307,544.650164384,560.873089889,577.410727448,594.266061685,611.442077224,628.94175869,646.768090706
85,Dodrio,Feint Attack,Aerial Ace,22.6131818182,18.0,407.037272727,1,182,150,120,11.5384615385,13.2194960212,0.527272727273,12.4248251748,419.677093971,432.572152185,445.724963398,459.138043636,472.813908927,486.755075297,500.964058774,515.443375385,530.195541156,545.223072115
85,Dodrio,Feint Attack,Air Cutter,22.2902542373,18.0,401.224576271,1,182,150,120,11.5384615385,12.8059440559,0.559322033898,12.2473924381,413.683894526,426.39480484,439.359787311,452.581322034,466.061889107,479.803968628,493.810040692,508.082585398,522.624082841,537.437013119
85,Dodrio,Steel Wing,Drill Peck,26.3406254527,18.0,474.131258149,1,182,150,120,11.2781954887,18.8004734057,0.42469524184,14.4728711279,488.854564221,503.875179248,519.196033986,534.820059192,550.750185623,566.989344034,583.540465183,600.406479825,617.590318717,635.094912616
85,Dodrio,Steel Wing,Aerial Ace,22.3270814803,18.0,401.887466646,1,182,150,120,11.2781954887,13.21298937,0.511388684791,12.267627187,414.367369787,427.099280659,440.085683458,453.329062377,466.831901611,480.596685354,494.625897802,508.922023148,523.487545587,538.324949313
85,Dodrio,Steel Wing,Air Cutter,22.0055629809,18.0,396.100133656,1,182,150,120,11.2781954887,12.7734107997,0.543582704187,12.0909686708,408.400321426,420.94888792,433.748281559,446.800950764,460.109343957,473.675909558,487.503095989,501.59335167,515.949125024,530.572864471
86,Seel,Ice Shard,Aqua Jet,12.6308845958,17.94,226.598069649,1,104,138,130,10.7142857143,13.5657294833,0.501779359431,12.1450813421,235.045990873,243.699680138,252.561596822,261.634200305,270.919949965,280.421305182,290.140725335,300.080669802,310.243597962,320.631969195
86,Seel,Ice Shard,Icy Wind,11.1428571429,17.94,199.902857143,0,104,138,130,10.7142857143,6.84680451128,0.501779359431,10.7142857143,207.355540179,214.98975,222.80765625,230.811428571,239.003236607,247.38525,255.959638393,264.728571429,273.69421875,282.85875
86,Seel,Ice Shard,Aqua Tail,15.171646785,17.94,272.179343323,1,104,138,130,10.7142857143,24.2040273556,0.28716904277,14.5881219086,282.326603865,292.721023663,303.365556812,314.263157405,325.416779537,336.829377304,348.5039048,360.443316119,372.650565356,385.128606606
86,Seel,Water Gun,Aqua Jet,15.6,17.94,279.864,0,104,138,130,15.0,13.6728723404,0.28716904277,15.0,290.29775625,300.98565,311.93071875,323.136,334.60453125,346.33935,358.34349375,370.62,383.17190625,396.00225
86,Seel,Water Gun,Icy Wind,15.6,17.94,279.864,0,104,138,130,15.0,6.95394736842,0.28716904277,15.0,290.29775625,300.98565,311.93071875,323.136,334.60453125,346.33935,358.34349375,370.62,383.17190625,396.00225
86,Seel,Water Gun,Aqua Tail,19.4430759952,17.94,348.808783353,1,104,138,130,15.0,24.3111702128,0.396863691194,18.69526538,361.812906154,375.133773488,388.775171147,402.740884922,417.034700604,431.660403985,446.621780856,461.922617008,477.566698233,493.557810321
87,Dewgong,Frost Breath,Icy Wind,21.6666666667,34.56,748.8,0,156,192,180,13.8888888889,8.57090643275,0.396863691194,13.8888888889,768.25546875,788.04375,808.16765625,828.63,849.43359375,870.58125,892.07578125,913.92,936.11671875,958.66875
87,Dewgong,Frost Breath,Aqua Jet,21.6666666667,34.56,748.8,0,156,192,180,13.8888888889,13.6450945626,0.396863691194,13.8888888889,768.25546875,788.04375,808.16765625,828.63,849.43359375,870.58125,892.07578125,913.92,936.11671875,958.66875
87,Dewgong,Frost Breath,Blizzard,28.9454062789,34.56,1000.353241,1,156,192,180,13.8888888889,32.3985042735,0.252077562327,18.5547476147,1026.34461549,1052.78060812,1079.66497623,1107.00147715,1134.79386822,1163.04590677,1191.76135014,1220.94395568,1250.59748071,1280.72568257
87,Dewgong,Ice Shard,Icy Wind,20.8928571429,34.56,722.057142857,0,156,192,180,13.3928571429,8.5585056391,0.252077562327,13.3928571429,740.817773438,759.899330357,779.30452567,799.036071429,819.096679688,839.4890625,860.21593192,881.28,902.683978795,924.430580357
87,Dewgong,Ice Shard,Aqua Jet,21.0805954499,34.56,728.545378749,1,156,192,180,13.3928571429,13.632693769,0.501779359431,13.5132022115,747.47458795,766.727607258,786.307173098,806.216021892,826.456890065,847.03251404,867.94563024,889.198975089,910.79528501,932.737296426
87,Dewgong,Ice Shard,Blizzard,28.3160848119,34.56,978.603891098,1,156,192,180,13.3928571429,32.3861034799,0.250535331906,18.1513364179,1004.03016971,1029.89139971,1056.19125677,1082.93341651,1110.12155459,1137.75934664,1165.85046833,1194.39859529,1223.40740317,1252.88056761
88,Grimer,Acid,Sludge,16.4994303942,17.6,290.389974937,1,124,110,160,11.9047619048,14.7206959707,0.497607655502,13.3059922534,300.7034329,311.25550057,322.048872408,333.08624288,344.370306448,355.903757576,367.689290727,379.729600365,392.027380952,404.585326954
88,Grimer,Acid,Mud Bomb,14.7619047619,17.6,259.80952381,0,124,110,160,11.9047619048,11.8360805861,0.497607655502,11.9047619048,269.036889881,278.477738095,288.134479167,298.00952381,308.105282738,318.424166667,328.96858631,339.740952381,350.743675595,361.979166667
88,Grimer,Acid,Sludge Bomb,20.8547164089,17.6,367.043008796,1,124,110,160,11.9047619048,26.7399267399,0.331210191083,16.8183196846,380.07886736,393.416320443,407.058773753,421.009633,435.272303894,449.850192144,464.746703461,479.965243555,495.509218134,511.382032909
88,Grimer,Mud Slap,Sludge,15.9160379779,17.6,280.122268412,1,124,110,160,11.1111111111,14.7008547009,0.480369515012,12.8355144983,290.071059655,300.250023762,310.661759924,321.308867334,332.193945182,343.319592661,354.688408962,366.302993277,378.165944797,390.279862715
88,Grimer,Mud Slap,Mud Bomb,14.1977931742,17.6,249.881159867,1,124,110,160,11.1111111111,11.8162393162,0.480369515012,11.449833205,258.755911271,267.83598681,277.123705074,286.621384655,296.331344143,306.25590213,316.397377207,326.758087965,337.340352996,348.14649089
88,Grimer,Mud Slap,Sludge Bomb,19.896116177,17.6,350.171644715,1,124,110,160,11.1111111111,26.7200854701,0.316109422492,16.0452549814,362.608301794,375.332690409,388.348059722,401.657658899,415.264737103,429.172543499,443.38432725,457.903337521,472.732823476,487.876034279
89,Muk,Acid,Dark Pulse,22.5592246949,39.48,890.638190955,1,180,188,210,11.9047619048,13.1547619048,0.502512562814,12.5329026083,911.691446406,933.073220567,954.786051351,976.832476669,999.215034436,1021.93626256,1044.99869896,1068.40488155,1092.15734824,1116.25863693
89,Muk,Acid,Gunk Shot,27.619047619,39.48,1090.4,1,180,188,210,11.9047619048,27.380952381,0.222222222222,15.3439153439,1116.17530357,1142.35280952,1168.935625,1195.92685714,1223.3296131,1251.147,1279.382125,1308.03809524,1337.11801786,1366.625
89,Muk,Acid,Sludge Wave,27.6490236382,39.48,1091.58345324,1,180,188,210,11.9047619048,26.0329131653,0.244604316547,15.3605686879,1117.38673174,1143.59264915,1170.20431598,1197.22484275,1224.65733998,1252.50491817,1280.77068784,1309.45775951,1338.56924369,1368.1082509
89,Muk,Poison Jab,Dark Pulse,25.7142857143,39.48,1015.2,0,180,188,210,14.2857142857,13.2142857143,0.244604316547,14.2857142857,1039.19769643,1063.56985714,1088.319375,1113.44914286,1138.96205357,1164.861,1191.148875,1217.82857143,1244.90298214,1272.375
89,Muk,Poison Jab,Gunk Shot,30.9761904762,39.48,1222.94,1,180,188,210,14.2857142857,27.4404761905,0.222222222222,17.208994709,1251.84833616,1281.2077631,1311.02176562,1341.29382857,1372.02743676,1403.226075,1434.89322812,1467.03238095,1499.6470183,1532.740625
89,Muk,Poison Jab,Sludge Wave,30.9126413155,39.48,1220.43107914,1,180,188,210,14.2857142857,26.0924369748,0.244604316547,17.1736896197,1249.28010844,1278.57930308,1308.33214074,1338.54209908,1369.21265577,1400.34728849,1431.94947491,1464.0226927,1496.57041954,1529.59613309
90,Shellder,Ice Shard,Bubble Beam,14.3436348752,6.72,96.389226361,1,120,112,60,10.7142857143,13.1988916256,0.498567335244,11.9530290626,101.373684304,106.517625537,111.823470549,117.293639828,122.930553862,128.736633141,134.714298151,140.865969382,147.194067322,153.701012459
90,Shellder,Ice Shard,Water Pulse,14.6478360781,6.72,98.433458445,1,120,112,60,10.7142857143,13.5254329004,0.530831099196,12.2065300651,103.523627257,108.776661696,114.195033584,119.781214745,125.537677001,131.466892173,137.571332084,143.853468556,150.315773412,156.960718475
90,Shellder,Ice Shard,Icy Wind,12.8571428571,6.72,86.4,0,120,112,60,10.7142857143,6.84680451128,0.530831099196,10.7142857143,90.8678973214,95.47875,100.234727679,105.138,110.190736607,115.395107143,120.75328125,126.267428571,131.93971875,137.772321429
90,Shellder,Tackle,Bubble Beam,14.5042638777,6.72,97.4686532582,1,120,112,60,10.9090909091,13.2037617555,0.513274336283,12.0868865648,102.508930282,107.710476589,113.075739775,118.607167434,124.30720716,130.178306549,136.222913194,142.44347469,148.842438632,155.422252615
90,Shellder,Tackle,Water Pulse,14.8066115702,6.72,99.5004297521,1,120,112,60,10.9090909091,13.5303030303,0.545454545455,12.3388429752,104.645773543,109.955748347,115.432852779,121.079585455,126.89844499,132.89193,139.062539101,145.412770909,151.945124039,158.662097107
90,Shellder,Tackle,Icy Wind,13.0909090909,6.72,87.9709090909,0,120,112,60,10.9090909091,6.85167464115,0.545454545455,10.9090909091,92.5200409091,97.2147272727,102.057177273,107.0496,112.194204545,117.4932,122.948795455,128.5632,134.338622727,140.277272727
91,Cloyster,Frost Breath,Icy Wind,27.2222222222,19.6,533.555555556,0,196,196,100,13.8888888889,8.57090643275,0.545454545455,13.8888888889,549.879774306,566.514305556,583.461961806,600.725555556,618.307899306,636.211805556,654.440086806,672.995555556,691.881024306,711.099305556
91,Cloyster,Frost Breath,Hydro Pump,35.005602024,19.6,686.10979967,1,196,196,100,13.8888888889,29.9524853801,0.247211895911,17.8600010326,707.101440258,728.49211792,750.285449305,772.485051064,795.094539846,818.117532302,841.557645082,865.418494837,889.703698216,914.41687187
91,Cloyster,Frost Breath,Blizzard,36.3673053247,19.6,712.799184364,1,196,196,100,13.8888888889,32.3985042735,0.252077562327,18.5547476147,734.607391006,756.830157096,779.471239972,802.534396968,826.023385423,849.941962671,874.29388605,899.082912896,924.312800546,949.987306335
91,Cloyster,Ice Shard,Icy Wind,26.25,19.6,514.5,0,196,196,100,13.3928571429,8.5585056391,0.252077562327,13.3928571429,530.241210938,546.281651786,562.624034598,579.271071429,596.22547433,613.489955357,631.067226563,648.96,667.170987723,685.702901786
91,Cloyster,Ice Shard,Hydro Pump,34.2183459052,19.6,670.679579741,1,196,196,100,13.3928571429,29.9400845865,0.245689655172,17.4583397475,691.199130249,712.108743712,733.411955446,755.112300762,777.213314976,799.7185334,822.63149135,845.955724138,869.694767078,893.852155485
91,Cloyster,Ice Shard,Blizzard,35.576619379,19.6,697.301739829,1,196,196,100,13.3928571429,32.3861034799,0.250535331906,18.1513364179,718.635799642,740.375405688,762.524233615,785.085959066,808.064257689,831.462805127,855.285277028,879.535349036,904.216696798,929.332995959
92,Gastly,Lick,Ominous Wind,17.0,4.92,83.64,0,136,82,60,12.5,12.4092741935,0.250535331906,12.5,88.262109375,93.043125,97.985578125,103.092,108.364921875,113.806875,119.420390625,125.208,131.172234375,137.315625
92,Gastly,Lick,Dark Pulse,17.51,4.92,86.1492,1,136,82,60,12.5,13.1696428571,0.56,12.875,90.9099726563,95.83441875,100.925145469,106.18476,111.615869531,117.22108125,123.003002344,128.96424,135.107401406,141.43509375
92,Gastly,Lick,Sludge Bomb,24.4490147783,4.92,120.289152709,1,136,82,60,12.5,26.7548076923,0.384236453202,17.9772167488,126.936565675,133.812514009,140.920638097,148.264578325,155.847975081,163.67446875,171.747699719,180.071308374,188.648935102,197.484220289
92,Gastly,Sucker Punch,Ominous Wind,15.5613656388,4.92,76.5619189427,1,136,82,60,10.0,12.3467741935,0.614537444934,11.4421806167,80.7928797667,85.1692993117,89.6934946194,94.3677827313,99.194480689,104.175905534,109.314374308,114.612204053,120.07171181,125.69521462
92,Gastly,Sucker Punch,Dark Pulse,16.0379120879,4.92,78.9065274725,1,136,82,60,10.0,13.1071428571,0.576923076923,11.7925824176,83.2670559323,87.7774975962,92.4402404619,97.2576725275,102.232181791,107.36615625,112.661983903,118.122052747,123.748750781,129.544466003
92,Gastly,Sucker Punch,Sludge Bomb,22.6961643836,4.92,111.665128767,1,136,82,60,10.0,26.6923076923,0.400684931507,16.6883561644,117.835961366,124.218944692,130.817458138,137.634881096,144.674592958,151.939973116,159.434400963,167.16125589,175.12391729,183.325764555
93,Haunter,Shadow Claw,Shadow Ball,28.036884406,10.62,297.751712392,1,172,118,90,14.4736842105,18.6248291183,0.440078585462,16.3005141896,309.235811776,321.001950807,333.053430338,345.393551224,358.02561432,370.952920479,384.178770555,397.706465403,411.539305876,425.680592829
93,Haunter,Shadow Claw,Dark Pulse,24.8947368421,10.62,264.382105263,0,172,118,90,14.4736842105,13.2189849624,0.440078585462,14.4736842105,274.579159539,285.026644737,295.727491776,306.684631579,317.900995066,329.379513158,341.123116776,353.134736842,365.417304276,377.97375
93,Haunter,Shadow Claw,Sludge Bomb,31.3535177622,10.62,332.974358635,1,172,118,90,14.4736842105,26.8041497976,0.304538799414,18.2287893966,345.816973698,358.97499239,372.452106041,386.25200598,400.378383537,414.834930042,429.625336824,444.753295215,460.222496542,476.036632138
93,Haunter,Lick,Shadow Ball,27.0206689537,10.62,286.959504288,1,172,118,90,12.5,18.575487013,0.528301886792,15.7096912521,298.02735488,309.367022406,320.981688076,332.874533105,345.048738703,357.507486085,370.253956462,383.291331046,396.622791051,410.251517689
93,Haunter,Lick,Dark Pulse,22.145,10.62,235.1799,1,172,118,90,12.5,13.1696428571,0.56,12.875,244.250643281,253.54415625,263.063046094,272.80992,282.787385156,292.99804875,303.444517969,314.1294,325.055302031,336.22483125
93,Haunter,Lick,Sludge Bomb,30.9208128079,10.62,328.37903202,1,172,118,90,12.5,26.7548076923,0.384236453202,17.9772167488,341.044408178,354.020835129,367.31195326,380.921402956,394.852824604,409.10985859,423.696145301,438.615325123,453.871038443,469.466925647
94,Gengar,Sucker Punch,Shadow Ball,29.8726328217,18.72,559.215686423,1,204,156,120,10.0,18.512987013,0.545454545455,14.6434474616,575.853479907,592.810537155,610.089823464,627.694304132,645.626944458,663.89070974,682.488565276,701.423476364,720.698408301,740.316326387
94,Gengar,Sucker Punch,Dark Pulse,24.0568681319,18.72,450.344571429,1,204,156,120,10.0,13.1071428571,0.576923076923,11.7925824176,463.743229868,477.398996085,491.314258079,505.491403846,519.932821386,534.640898695,549.618023772,564.866584615,580.388969222,596.187565591
94,Gengar,Sucker Punch,Sludge Wave,30.3191451292,18.72,567.574396819,1,204,156,120,10.0,25.9852941176,0.304174950298,14.8623260437,584.46087878,601.671396605,619.208959915,637.07657833,655.277261472,673.814018961,692.689860419,711.907795467,731.470833726,751.381984816
94,Gengar,Shadow Claw,Shadow Ball,33.2530489467,18.72,622.497076282,1,204,156,120,14.4736842105,18.6248291183,0.440078585462,16.3005141896,641.017618626,659.893552931,679.12818005,698.724800838,718.68671615,739.017226838,759.719633757,780.797237762,802.253339707,824.091240445
94,Gengar,Shadow Claw,Dark Pulse,29.5263157895,18.72,552.732631579,0,204,156,120,14.4736842105,13.2189849624,0.440078585462,14.4736842105,569.177541118,585.938013158,603.016978618,620.417368421,638.142113487,656.194144737,674.576393092,693.291789474,712.343264803,731.73375
94,Gengar,Shadow Claw,Sludge Wave,34.8042380911,18.72,651.535337066,1,204,156,120,14.4736842105,26.0971362229,0.222585924714,17.0609010251,670.91982618,690.676285589,710.808170124,731.31893462,752.212033907,773.490922819,795.159056187,817.219888845,839.676875625,862.533471358
95,Onix,Rock Throw,Rock Slide,14.0090629275,13.02,182.397999316,1,90,186,70,11.0294117647,19.8069852941,0.516795865633,15.565625475,190.93914987,199.725809251,208.761129499,218.048262654,227.590360754,237.390575838,247.452059946,257.777965116,268.371443389,279.235646802
95,Onix,Rock Throw,Stone Edge,15.4268231265,13.02,200.857237107,1,90,186,70,11.0294117647,35.0154174573,0.254794520548,17.140914585,210.262778332,219.938674632,229.888397043,240.1154166,250.623204337,261.41523129,272.494968495,283.865886986,295.531457799,307.495151969
95,Onix,Rock Throw,Iron Head,11.4575968609,13.02,149.177911128,1,90,186,70,11.0294117647,15.2757352941,0.400641025641,12.7306631787,156.163464714,163.349812686,170.739533001,178.33520362,186.139402502,194.154707606,202.383696891,210.828948317,219.493039844,228.378549429
95,Onix,Tackle,Rock Slide,13.5688806069,13.02,176.666825502,1,90,186,70,10.9090909091,19.8039772727,0.468521229868,15.0765340077,184.939602398,193.450173925,202.201593084,211.196912871,220.439186285,229.931466325,239.676805988,249.678258272,259.938876176,270.461712698
95,Onix,Tackle,Stone Edge,14.582205029,13.02,189.860309478,1,90,186,70,10.9090909091,34.9853372434,0.219858156028,16.2024500322,198.750897606,207.897038878,217.302014289,226.969104836,236.901591514,247.102755319,257.575877249,268.324238298,279.351119463,290.659801741
95,Onix,Tackle,Iron Head,11.2133053447,13.02,145.997235589,1,90,186,70,10.9090909091,15.2727272727,0.355239786856,12.4592281608,152.833847691,159.866972969,167.099134418,174.53285503,182.170657799,190.015065719,198.068601784,206.333788988,214.813150323,223.509208784
96,Drowzee,Pound,Psybeam,13.8395308026,16.8,232.504117484,1,104,140,120,12.962962963,13.4819688109,0.663341645885,13.3072411564,241.364394693,250.445339228,259.749645806,269.280009144,279.039123957,289.029684961,299.254386874,309.715924411,320.416992289,331.360285224
96,Drowzee,Pound,Psyshock,16.6288126362,16.8,279.364052288,1,104,140,120,12.962962963,18.8425925926,0.514705882353,15.9892429194,290.010069968,300.921229269,312.100768012,323.55192402,335.277935113,347.282039114,359.567473843,372.137477124,384.995286777,398.144140625
